gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,2,224,Churn
Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,never,5,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,50,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,Remain
Male,Has relevent experience,no_enrollment,Primary School,,3,50-99,Pvt Ltd,1,12,Remain
,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,12,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,16,Remain
,No relevent experience,,,,<1,,,,43,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,135,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,86,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,1,158,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,44,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,13,,,3,11,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,56,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,188,Churn
Male,No relevent experience,no_enrollment,Primary School,,4,,,never,26,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,107,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,17,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,,42,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,83,Remain
,Has relevent experience,Full time course,Masters,STEM,5,,,never,3,Remain
Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,2,67,Churn
,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,4,Remain
Male,Has relevent experience,Full time course,Masters,STEM,6,,,1,15,Churn
Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,26,Churn
Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,55,Remain
Male,No relevent experience,Part time course,Graduate,STEM,6,,,never,50,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,3,12,Churn
Male,Has relevent experience,Part time course,High School,,10,,,1,16,Remain
Male,Has relevent experience,Part time course,,,2,<10,Early Stage Startup,1,74,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,35,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,4,9,Remain
Male,No relevent experience,no_enrollment,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,30,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Funded Startup,3,5,Remain
,No relevent experience,Full time course,High School,,<1,,,never,20,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,21,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,89,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,49,Churn
,Has relevent experience,Full time course,Masters,STEM,1,,,1,52,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,28,Churn
,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,,16,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,52,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,168,Churn
,Has relevent experience,Part time course,Graduate,STEM,3,,,,30,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,3,28,Churn
Female,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,75,Remain
Male,Has relevent experience,Full time course,High School,,6,50-99,Funded Startup,1,50,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,21,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,16,,,>4,60,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,,9,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,4,100-500,,1,32,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,3,136,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,108,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,64,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,2,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,52,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,19,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,78,Remain
Male,No relevent experience,Full time course,Masters,STEM,3,,,1,32,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,63,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,never,218,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,NGO,1,25,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,28,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,174,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,22,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,49,Remain
,No relevent experience,Full time course,High School,,4,,,,55,Remain
Male,No relevent experience,Full time course,Graduate,Humanities,6,,,2,162,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,never,29,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,3,23,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,141,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,70,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,46,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,2,10,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,12,,,>4,30,Churn
,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,2,8,Remain
,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Public Sector,3,34,Remain
Male,Has relevent experience,no_enrollment,Masters,Humanities,18,10000+,Pvt Ltd,2,6,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,>4,138,Remain
,No relevent experience,Part time course,Masters,STEM,>20,,,1,74,Churn
,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,45,Churn
Male,No relevent experience,no_enrollment,Graduate,Humanities,12,50-99,Public Sector,>4,22,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,4,78,Churn
,No relevent experience,Full time course,High School,,6,,,1,16,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,2,44,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,3,56,Remain
Male,No relevent experience,no_enrollment,Primary School,,1,,,never,22,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,3,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,3,Remain
,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,28,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,202,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,2,12,Remain
Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,87,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,13,500-999,Pvt Ltd,1,22,Remain
Male,Has relevent experience,no_enrollment,High School,,7,,,never,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,13,Remain
,No relevent experience,Full time course,Graduate,STEM,7,,,2,14,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,never,120,Remain
,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,42,Churn
Male,No relevent experience,no_enrollment,,,1,,,never,6,Remain
,Has relevent experience,no_enrollment,Graduate,No Major,10,<10,Early Stage Startup,1,52,Remain
,No relevent experience,Full time course,Graduate,No Major,2,1000-4999,Pvt Ltd,1,68,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,17,500-999,,1,13,Remain
Male,Has relevent experience,no_enrollment,Graduate,,>20,Oct-49,Pvt Ltd,3,16,Remain
Male,Has relevent experience,no_enrollment,High School,,10,Oct-49,Pvt Ltd,never,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,2,40,Churn
,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,24,Remain
Male,No relevent experience,Part time course,Graduate,STEM,3,,,never,54,Churn
,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,>4,76,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,Remain
,No relevent experience,Full time course,Graduate,No Major,3,<10,Pvt Ltd,1,77,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,2,47,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,>4,41,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,22,Churn
Male,No relevent experience,no_enrollment,High School,,4,,,never,12,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,60,Remain
,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,2,13,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,3,41,Remain
Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31,Churn
Male,Has relevent experience,,Graduate,STEM,6,<10,Pvt Ltd,3,13,Remain
,Has relevent experience,,Graduate,STEM,6,5000-9999,Pvt Ltd,1,77,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,55,Churn
Male,No relevent experience,Part time course,Graduate,STEM,12,,,2,111,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,20,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,87,Churn
,Has relevent experience,Part time course,Masters,STEM,>20,,,1,39,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,8,,,never,24,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,NGO,1,282,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,,1,166,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,84,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,never,54,Churn
Female,Has relevent experience,no_enrollment,Primary School,,10,50-99,Early Stage Startup,1,33,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,92,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,1,41,Remain
Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,3,56,Churn
Male,No relevent experience,no_enrollment,High School,,8,5000-9999,Public Sector,1,42,Remain
Male,Has relevent experience,no_enrollment,High School,,20,,,1,167,Remain
,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Early Stage Startup,1,122,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,44,Churn
,Has relevent experience,no_enrollment,,,4,100-500,Pvt Ltd,1,206,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,102,Remain
Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,3,84,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Public Sector,2,34,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,72,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,11,Churn
,Has relevent experience,no_enrollment,High School,,>20,Oct-49,Pvt Ltd,1,36,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,23,Remain
,Has relevent experience,Part time course,Graduate,STEM,4,<10,,1,45,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,70,Remain
Male,Has relevent experience,Full time course,High School,,8,100-500,Pvt Ltd,1,13,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,78,Churn
Male,No relevent experience,Full time course,High School,,6,,,1,9,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,1,14,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,never,80,Remain
,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,13,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,4,18,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,178,Remain
Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,31,Remain
,No relevent experience,Full time course,High School,,7,,,1,114,Churn
Female,No relevent experience,no_enrollment,Graduate,Arts,1,,,1,29,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,138,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,3,222,Remain
,Has relevent experience,Full time course,Graduate,Other,1,5000-9999,Pvt Ltd,1,90,Remain
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,130,Churn
,No relevent experience,no_enrollment,,,6,,,never,113,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,2,69,Remain
,No relevent experience,no_enrollment,High School,,4,,,1,126,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,54,Remain
Male,No relevent experience,no_enrollment,Primary School,,3,,,never,14,Remain
,Has relevent experience,no_enrollment,Graduate,No Major,<1,,,1,90,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,4,19,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,,3,30,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,3,52,Remain
Male,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,112,Remain
Male,Has relevent experience,no_enrollment,Graduate,Other,4,Oct-49,,1,29,Remain
,No relevent experience,no_enrollment,Graduate,Other,3,,,2,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,No Major,18,100-500,Pvt Ltd,>4,104,Remain
Female,No relevent experience,no_enrollment,Masters,Humanities,2,,,never,111,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,,133,Remain
,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,4,Remain
,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,,1,57,Churn
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,NGO,>4,36,Remain
,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,13,Remain
Male,Has relevent experience,Full time course,High School,,7,50-99,NGO,1,29,Remain
,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,3,17,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Funded Startup,1,42,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,98,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Public Sector,never,5,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,never,29,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,15,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,67,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,153,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,23,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,24,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,55,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,Remain
Male,Has relevent experience,no_enrollment,High School,,15,10000+,Pvt Ltd,2,146,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,82,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,146,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,77,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,2,51,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,36,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,15,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,57,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,154,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,2,30,Churn
Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,34,Churn
Male,No relevent experience,no_enrollment,Phd,STEM,>20,,Public Sector,>4,99,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,7,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,304,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,4,72,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,44,Churn
Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,27,Remain
Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-500,Pvt Ltd,3,114,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,164,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,2,42,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,6,Churn
Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,73,Remain
,Has relevent experience,no_enrollment,Masters,STEM,10,Oct-49,Pvt Ltd,2,50,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,1,23,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,,1,3,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,27,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,264,Churn
,Has relevent experience,no_enrollment,,,>20,,,>4,14,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,1,32,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,36,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,,4,80,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,2,32,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,62,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,23,Remain
Male,No relevent experience,Full time course,Primary School,,2,,,never,22,Remain
,Has relevent experience,Part time course,Masters,STEM,8,<10,Pvt Ltd,2,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,14,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,2,68,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,>4,108,Churn
,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,28,Churn
Male,No relevent experience,Full time course,Graduate,STEM,10,,Pvt Ltd,never,41,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,never,53,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,90,Remain
Female,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,54,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,,1,41,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,34,Remain
Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Public Sector,2,53,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,65,Churn
Female,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,48,Remain
,Has relevent experience,Full time course,Graduate,,6,10000+,Pvt Ltd,1,82,Churn
Female,Has relevent experience,no_enrollment,,,8,100-500,,1,70,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,148,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Pvt Ltd,>4,15,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,3,55,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,12,Oct-49,Pvt Ltd,3,35,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,10,Oct-49,Pvt Ltd,>4,13,Remain
Male,No relevent experience,no_enrollment,High School,,8,50-99,Funded Startup,1,43,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,>4,71,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,8,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,<1,,,1,54,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,76,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,23,Remain
,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,1,88,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,4,21,Remain
Male,No relevent experience,no_enrollment,,,7,,,1,80,Churn
Female,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,4,92,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,10,,,2,36,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,182,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,45,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,2,20,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,19,Remain
Female,Has relevent experience,Full time course,Masters,STEM,15,,,2,55,Remain
,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,4,35,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,70,Remain
Male,No relevent experience,Full time course,Masters,STEM,4,,,1,24,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,1,40,Remain
,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,64,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,66,Remain
Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Pvt Ltd,3,49,Remain
,No relevent experience,Full time course,Graduate,STEM,9,,,,48,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,10,Churn
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,54,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,140,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,220,Remain
,Has relevent experience,,Graduate,STEM,7,50-99,Pvt Ltd,1,18,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,108,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,196,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,2,256,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Early Stage Startup,2,52,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Other,2,19,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23,Remain
Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,308,Remain
Male,No relevent experience,Part time course,Masters,Business Degree,1,100-500,Funded Startup,1,96,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,222,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,,1,10,Remain
Male,Has relevent experience,no_enrollment,High School,,13,50-99,Pvt Ltd,>4,83,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,72,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,122,Churn
,Has relevent experience,no_enrollment,High School,,7,10000+,Pvt Ltd,3,25,Remain
Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,63,Remain
Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,1,67,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,1,21,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,50,Churn
,Has relevent experience,no_enrollment,High School,,10,,,2,66,Churn
Male,No relevent experience,no_enrollment,Primary School,,2,,,never,15,Remain
Male,Has relevent experience,Part time course,Masters,STEM,12,,,never,14,Remain
